Id,NoF,Area,Street,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Foundation,GarageType,PoolQC,SalePrice
1283,20,8800,Pave,AllPub,CollgCr,1Fam,1Story,5,7,1977,CBlock,Detchd,NA,150500
1284,90,9400,Pave,AllPub,Mitchel,Duplex,2Story,6,5,1971,CBlock,NA,NA,139000
1285,50,9638,Pave,AllPub,SWISU,1Fam,1.5Fin,6,7,1919,PConc,Detchd,NA,169000
1286,50,6000,Pave,AllPub,BrkSide,1Fam,1.5Fin,6,6,1939,CBlock,Detchd,NA,132500
1287,20,9790,Pave,AllPub,NWAmes,1Fam,1Story,6,5,1963,CBlock,Attchd,NA,143000
1288,20,36500,Pave,AllPub,ClearCr,1Fam,1Story,5,5,1964,CBlock,Attchd,NA,190000
1289,120,5664,Pave,AllPub,StoneBr,TwnhsE,1Story,8,5,2000,PConc,Attchd,NA,278000
1290,60,11065,Pave,AllPub,NridgHt,1Fam,2Story,8,5,2006,PConc,BuiltIn,NA,281000
1291,80,14112,Pave,AllPub,NAmes,1Fam,SLvl,5,7,1964,PConc,Attchd,NA,180500
1292,160,1680,Pave,AllPub,BrDale,Twnhs,2Story,5,7,1972,CBlock,Detchd,NA,119500
1293,70,6600,Pave,AllPub,OldTown,1Fam,2Story,5,4,1892,Stone,Attchd,NA,107500
1294,60,10140,Pave,AllPub,NWAmes,1Fam,2Story,7,5,1976,PConc,Attchd,NA,162900
1295,20,8172,Pave,AllPub,Edwards,1Fam,1Story,5,7,1955,CBlock,Detchd,NA,115000
1296,20,8400,Pave,AllPub,NAmes,1Fam,1Story,5,5,1968,CBlock,Attchd,NA,138500
1297,20,8700,Pave,AllPub,NAmes,1Fam,1Story,5,6,1963,CBlock,Attchd,NA,155000
1298,180,3675,Pave,AllPub,Edwards,TwnhsE,SFoyer,6,5,2005,PConc,Basment,NA,140000
1299,60,63887,Pave,AllPub,Edwards,1Fam,2Story,10,5,2008,PConc,Attchd,Gd,160000
1300,20,7500,Pave,AllPub,NAmes,1Fam,1Story,5,7,1959,CBlock,Attchd,NA,154000
1301,60,10762,Pave,AllPub,Gilbert,1Fam,2Story,7,5,1999,PConc,Attchd,NA,225000
1302,70,7500,Pave,AllPub,Crawfor,1Fam,2Story,6,7,1942,CBlock,Attchd,NA,177500
1303,60,10120,Pave,AllPub,NoRidge,1Fam,2Story,8,5,1994,PConc,Attchd,NA,290000
1304,20,8688,Pave,AllPub,Somerst,1Fam,1Story,7,5,2005,PConc,Attchd,NA,232000
1305,160,3363,Pave,AllPub,Edwards,TwnhsE,2Story,7,5,2004,PConc,Detchd,NA,130000
1306,20,13173,Pave,AllPub,NridgHt,1Fam,1Story,9,5,2006,PConc,Attchd,NA,325000
1307,120,6955,Pave,AllPub,NridgHt,TwnhsE,1Story,7,5,2005,PConc,Attchd,NA,202500
1308,20,8072,Pave,AllPub,CollgCr,1Fam,1Story,5,5,1994,PConc,Detchd,NA,138000
1309,20,12000,Pave,AllPub,OldTown,1Fam,1Story,5,7,1948,CBlock,Attchd,NA,147000
1310,20,7153,Pave,AllPub,SawyerW,1Fam,1Story,6,5,1991,CBlock,Attchd,NA,179200
1311,20,17500,Pave,AllPub,Crawfor,1Fam,1Story,7,8,1959,PConc,Attchd,NA,335000
1312,20,8814,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2005,PConc,Attchd,NA,203000
1313,60,9572,Pave,AllPub,NoRidge,1Fam,2Story,8,5,1990,PConc,Attchd,NA,302000
1314,60,14774,Pave,AllPub,NoRidge,1Fam,2Story,9,5,1999,PConc,BuiltIn,NA,333168
1315,20,8190,Pave,AllPub,Edwards,1Fam,1Story,4,6,1954,CBlock,Detchd,NA,119000
1316,60,11075,Pave,AllPub,NAmes,1Fam,2Story,6,5,1969,CBlock,Attchd,NA,206900
1317,20,10226,Pave,AllPub,CollgCr,1Fam,1Story,8,5,2008,PConc,Attchd,NA,295493
1318,120,4230,Pave,AllPub,Somerst,TwnhsE,1Story,7,5,2006,PConc,Attchd,NA,208900
1319,20,14781,Pave,AllPub,CollgCr,1Fam,1Story,8,5,2001,PConc,Attchd,NA,275000
1320,20,10215,Pave,AllPub,Edwards,1Fam,1Story,4,5,1954,PConc,Attchd,NA,111000
1321,20,8400,Pave,AllPub,NAmes,1Fam,1Story,6,3,1957,CBlock,Attchd,NA,156500
1322,20,6627,Pave,AllPub,BrkSide,1Fam,1Story,3,6,1949,CBlock,Detchd,NA,72500
1323,60,10186,Pave,AllPub,NoRidge,1Fam,2Story,7,5,1992,PConc,Attchd,NA,190000
1324,30,5330,Pave,AllPub,BrkSide,1Fam,1Story,4,7,1940,CBlock,NA,NA,82500
1325,20,9986,Pave,AllPub,Somerst,1Fam,1Story,8,5,2006,PConc,Attchd,NA,147000
1326,30,3636,Pave,AllPub,IDOTRR,1Fam,1Story,4,4,1922,BrkTil,NA,NA,55000
1327,30,4270,Pave,AllPub,Edwards,1Fam,1Story,3,6,1931,BrkTil,NA,NA,79000
1328,20,6600,Pave,AllPub,Mitchel,1Fam,1Story,5,9,1982,CBlock,Attchd,NA,130500
1329,50,10440,Pave,AllPub,OldTown,1Fam,1.5Fin,6,7,1920,BrkTil,Detchd,NA,256000
1330,60,9084,Pave,AllPub,Gilbert,1Fam,2Story,7,5,1998,PConc,Attchd,NA,176500
1331,20,10000,Pave,AllPub,Somerst,1Fam,1Story,8,5,2006,PConc,Attchd,NA,227000
1332,80,10780,Pave,AllPub,CollgCr,1Fam,SLvl,5,5,1976,CBlock,Detchd,NA,132500
1333,20,8877,Pave,AllPub,Edwards,1Fam,1Story,4,6,1938,CBlock,Detchd,NA,100000
1334,50,7200,Pave,AllPub,IDOTRR,1Fam,1.5Fin,5,6,1938,CBlock,Detchd,NA,125500
1335,160,2368,Pave,AllPub,BrDale,TwnhsE,2Story,5,6,1970,CBlock,Attchd,NA,125000
1336,20,9650,Pave,AllPub,NWAmes,1Fam,1Story,6,5,1977,CBlock,Attchd,NA,167900
1337,90,9246,Pave,AllPub,NWAmes,Duplex,1Story,5,5,1973,CBlock,Detchd,NA,135000
1338,30,4118,Pave,AllPub,OldTown,1Fam,1Story,4,4,1941,CBlock,NA,NA,52500
1339,60,13450,Pave,AllPub,CollgCr,1Fam,2Story,7,5,2002,PConc,BuiltIn,NA,200000
1340,20,9560,Pave,AllPub,CollgCr,1Fam,1Story,5,7,1972,CBlock,Attchd,NA,128500
1341,20,8294,Pave,AllPub,NAmes,1Fam,1Story,4,5,1971,CBlock,Detchd,NA,123000
1342,20,13695,Pave,AllPub,SawyerW,1Fam,1Story,6,5,2003,PConc,Detchd,NA,155000
1343,60,9375,Pave,AllPub,CollgCr,1Fam,2Story,8,5,2002,PConc,Attchd,NA,228500
1344,50,7558,Pave,AllPub,Crawfor,1Fam,1.5Fin,6,6,1928,BrkTil,Detchd,NA,177000
1345,60,11103,Pave,AllPub,CollgCr,1Fam,2Story,7,5,2006,PConc,Attchd,NA,155835
1346,30,6000,Pave,AllPub,OldTown,1Fam,1Story,4,4,1920,PConc,Detchd,NA,108500
1347,20,20781,Pave,AllPub,NWAmes,1Fam,1Story,7,7,1968,CBlock,Attchd,NA,262500
1348,20,15306,Pave,AllPub,Timber,1Fam,1Story,8,5,2006,PConc,Attchd,NA,283463
1349,20,16196,Pave,AllPub,SawyerW,1Fam,1Story,7,5,1998,PConc,Attchd,NA,215000
1350,70,5250,Pave,AllPub,OldTown,1Fam,2Story,8,5,1872,BrkTil,NA,NA,122000
1351,90,11643,Pave,AllPub,NAmes,Duplex,2Story,5,5,1969,CBlock,Detchd,NA,200000
1352,60,9247,Pave,AllPub,NAmes,1Fam,2Story,6,6,1962,CBlock,Attchd,NA,171000
1353,50,6000,Pave,AllPub,BrkSide,1Fam,1.5Fin,6,9,1937,BrkTil,Detchd,NA,134900
1354,50,14720,Pave,AllPub,NoRidge,1Fam,1.5Fin,8,5,1995,PConc,Attchd,NA,410000
1355,60,10316,Pave,AllPub,CollgCr,1Fam,2Story,7,5,2000,PConc,Attchd,NA,235000
1356,80,10192,Pave,AllPub,NWAmes,1Fam,SLvl,7,6,1968,CBlock,Attchd,NA,170000
1357,20,9477,Pave,AllPub,NAmes,1Fam,1Story,5,5,1966,CBlock,Attchd,NA,110000
1358,20,12537,Pave,AllPub,NAmes,1Fam,1Story,5,6,1971,CBlock,Attchd,NA,149900
1359,160,2117,Pave,AllPub,Somerst,Twnhs,2Story,6,5,2000,PConc,Detchd,NA,177500
1360,20,16737,Pave,AllPub,NridgHt,1Fam,1Story,9,5,2004,PConc,Attchd,NA,315000
1361,70,9842,Pave,AllPub,SWISU,1Fam,2Story,5,6,1921,BrkTil,BuiltIn,NA,189000
1362,20,16158,Pave,AllPub,StoneBr,1Fam,1Story,7,5,2005,PConc,Attchd,NA,260000
1363,50,12513,Pave,AllPub,NAmes,1Fam,1.5Fin,4,4,1920,BrkTil,Attchd,NA,104900
1364,60,8499,Pave,AllPub,Gilbert,1Fam,2Story,6,5,2006,PConc,BuiltIn,NA,156932
1365,160,3180,Pave,AllPub,Somerst,TwnhsE,2Story,7,5,2005,PConc,Detchd,NA,144152
1366,60,7500,Pave,AllPub,Somerst,1Fam,2Story,7,5,2000,PConc,Attchd,NA,216000
1367,60,9179,Pave,AllPub,CollgCr,1Fam,2Story,7,5,1999,PConc,Attchd,NA,193000
1368,160,2665,Pave,AllPub,MeadowV,TwnhsE,2Story,5,6,1977,PConc,Attchd,NA,127000
1369,120,4435,Pave,AllPub,CollgCr,TwnhsE,1Story,6,5,2003,PConc,Attchd,NA,144000
1370,20,10635,Pave,AllPub,CollgCr,1Fam,1Story,8,5,2003,PConc,Attchd,NA,232000
1371,50,5400,Pave,AllPub,OldTown,1Fam,1.5Fin,4,6,1920,PConc,Detchd,NA,105000
1372,80,9600,Pave,AllPub,NAmes,1Fam,SLvl,6,6,1955,CBlock,BuiltIn,NA,165500
1373,60,9750,Pave,AllPub,CollgCr,1Fam,2Story,7,6,1998,PConc,Detchd,NA,274300
1374,20,11400,Pave,AllPub,NoRidge,1Fam,1Story,10,5,2001,PConc,Attchd,NA,466500
1375,60,10625,Pave,AllPub,Somerst,1Fam,2Story,7,5,2005,PConc,Attchd,NA,250000
1376,20,10991,Pave,AllPub,Timber,1Fam,1Story,8,5,2007,PConc,Attchd,NA,239000
1377,30,6292,Pave,AllPub,SWISU,1Fam,1Story,6,5,1930,BrkTil,Detchd,NA,91000
1378,50,10998,Pave,AllPub,Edwards,1Fam,1.5Fin,5,5,1941,CBlock,Detchd,NA,117000
1379,160,1953,Pave,AllPub,BrDale,Twnhs,2Story,6,5,1973,CBlock,Detchd,NA,83000
1380,80,9735,Pave,AllPub,Timber,1Fam,SLvl,5,5,2006,PConc,BuiltIn,NA,167500
1381,30,8212,Pave,AllPub,Edwards,1Fam,1Story,3,3,1914,BrkTil,Detchd,NA,58500
1382,20,12925,Pave,AllPub,NAmes,1Fam,1Story,6,7,1970,CBlock,Attchd,NA,237500
1383,70,7200,Pave,AllPub,OldTown,1Fam,2Story,7,7,1920,BrkTil,Detchd,NA,157000
1384,30,25339,Pave,AllPub,Sawyer,1Fam,1Story,5,7,1918,BrkTil,Attchd,NA,112000
1385,50,9060,Pave,AllPub,Edwards,1Fam,1.5Fin,6,5,1939,BrkTil,Detchd,NA,105000
1386,50,5436,Pave,AllPub,IDOTRR,1Fam,1.5Fin,4,8,1922,BrkTil,Detchd,NA,125500
1387,60,16692,Pave,AllPub,NWAmes,1Fam,2Story,7,5,1978,CBlock,Attchd,Fa,250000
1388,50,8520,Pave,AllPub,OldTown,1Fam,1.5Fin,6,7,1916,BrkTil,Detchd,NA,136000
1389,20,14892,Pave,AllPub,Gilbert,1Fam,1Story,9,5,2006,PConc,Attchd,NA,377500
1390,50,6000,Pave,AllPub,BrkSide,1Fam,1.5Fin,6,6,1941,BrkTil,Detchd,NA,131000
1391,20,9100,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2000,PConc,Attchd,NA,235000
1392,90,8944,Pave,AllPub,NAmes,Duplex,1Story,5,5,1967,CBlock,Detchd,NA,124000
1393,85,7838,Pave,AllPub,NAmes,1Fam,SFoyer,5,5,1967,CBlock,Attchd,NA,123000
1394,190,10800,Pave,AllPub,OldTown,2fmCon,1.5Fin,6,7,1905,BrkTil,Detchd,NA,163000
1395,120,4045,Pave,AllPub,Blmngtn,TwnhsE,1Story,7,5,2006,PConc,Attchd,NA,246578
1396,60,12665,Pave,AllPub,Timber,1Fam,2Story,8,5,2005,PConc,BuiltIn,NA,281213
1397,20,57200,Pave,AllPub,Timber,1Fam,1Story,5,5,1948,CBlock,Detchd,NA,160000
1398,70,6120,Pave,AllPub,BrkSide,1Fam,2Story,5,8,1920,BrkTil,Detchd,NA,137500
1399,50,7200,Pave,AllPub,NAmes,1Fam,1.5Fin,5,4,1950,CBlock,Attchd,NA,138000
1400,50,6171,Pave,AllPub,SWISU,1Fam,1.5Fin,6,6,1925,BrkTil,Detchd,NA,137450
1401,50,6000,Pave,AllPub,BrkSide,1Fam,1.5Fin,6,7,1929,BrkTil,BuiltIn,NA,120000
1402,60,7415,Pave,AllPub,Gilbert,1Fam,2Story,6,5,2004,PConc,Attchd,NA,193000
1403,20,6762,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2006,PConc,Attchd,NA,193879
1404,20,15256,Pave,AllPub,Somerst,1Fam,1Story,8,5,2007,PConc,Attchd,NA,282922
1405,50,10410,Pave,AllPub,OldTown,1Fam,1.5Fin,3,4,1915,PConc,Detchd,NA,105000
1406,120,3842,Pave,AllPub,Crawfor,TwnhsE,1Story,8,5,2004,PConc,Attchd,NA,275000
1407,85,8445,Pave,AllPub,CollgCr,1Fam,SFoyer,5,7,1972,CBlock,Detchd,NA,133000
1408,20,8780,Pave,AllPub,Mitchel,1Fam,1Story,5,5,1985,CBlock,NA,NA,112000
1409,70,7740,Pave,AllPub,OldTown,1Fam,2Story,4,7,1910,CBlock,Detchd,NA,125500
1410,60,20544,Pave,AllPub,NWAmes,1Fam,2Story,7,6,1986,CBlock,Attchd,NA,215000
1411,60,12420,Pave,AllPub,CollgCr,1Fam,2Story,7,5,2001,PConc,Attchd,NA,230000
1412,50,9600,Pave,AllPub,NAmes,1Fam,1.5Fin,6,8,1950,CBlock,Attchd,NA,140000
1413,90,7200,Pave,AllPub,NAmes,Duplex,1Story,4,5,1949,Slab,Detchd,NA,90000
1414,20,10994,Pave,AllPub,SawyerW,1Fam,1Story,8,5,2005,PConc,Attchd,NA,257000
1415,50,13053,Pave,AllPub,BrkSide,1Fam,1.5Fin,6,7,1923,BrkTil,Detchd,NA,207000
1416,120,3635,Pave,AllPub,Blmngtn,TwnhsE,1Story,7,5,2007,PConc,Attchd,NA,175900
1417,190,11340,Pave,AllPub,OldTown,2fmCon,2Story,4,6,1885,PConc,Detchd,NA,122500
1418,60,16545,Pave,AllPub,NoRidge,1Fam,2Story,8,5,1998,PConc,Attchd,NA,340000
1419,20,9204,Pave,AllPub,NAmes,1Fam,1Story,5,5,1963,CBlock,Detchd,NA,124000
1420,20,16381,Pave,AllPub,Crawfor,1Fam,1Story,6,5,1969,CBlock,Attchd,NA,223000
1421,60,11700,Pave,AllPub,NWAmes,1Fam,2Story,6,6,1968,CBlock,Attchd,NA,179900
1422,120,4043,Pave,AllPub,NPkVill,TwnhsE,1Story,6,5,1977,CBlock,Attchd,NA,127500
1423,120,4435,Pave,AllPub,CollgCr,TwnhsE,1Story,6,5,2003,PConc,Attchd,NA,136500
1424,80,19690,Pave,AllPub,Edwards,1Fam,SLvl,6,7,1966,CBlock,Attchd,Gd,274970
1425,20,9503,Pave,AllPub,NAmes,1Fam,1Story,5,5,1958,CBlock,Detchd,NA,144000
1426,20,10721,Pave,AllPub,NAmes,1Fam,1Story,6,6,1959,CBlock,Detchd,NA,142000
1427,60,10944,Pave,AllPub,NoRidge,1Fam,2Story,7,5,1994,PConc,Attchd,NA,271000
1428,50,10930,Pave,AllPub,NAmes,1Fam,1.5Fin,5,6,1945,CBlock,Attchd,NA,140000
1429,30,7200,Pave,AllPub,OldTown,1Fam,1Story,5,7,1940,CBlock,Attchd,NA,119000
1430,20,12546,Pave,AllPub,NWAmes,1Fam,1Story,6,7,1981,CBlock,Attchd,NA,182900
1431,60,21930,Pave,AllPub,Gilbert,1Fam,2Story,5,5,2005,PConc,BuiltIn,NA,192140
1432,120,4928,Pave,AllPub,NPkVill,TwnhsE,1Story,6,6,1976,CBlock,Attchd,NA,143750
1433,30,10800,Pave,AllPub,OldTown,1Fam,1Story,4,6,1927,BrkTil,Detchd,NA,64500
1434,60,10261,Pave,AllPub,Gilbert,1Fam,2Story,6,5,2000,PConc,Attchd,NA,186500
1435,20,17400,Pave,AllPub,Mitchel,1Fam,1Story,5,5,1977,CBlock,Attchd,NA,160000
1436,20,8400,Pave,AllPub,NAmes,1Fam,1Story,6,9,1962,CBlock,Attchd,NA,174000
1437,20,9000,Pave,AllPub,NAmes,1Fam,1Story,4,6,1971,PConc,Detchd,NA,120500
1438,20,12444,Pave,AllPub,NridgHt,1Fam,1Story,8,5,2008,PConc,Attchd,NA,394617
1439,20,7407,Pave,AllPub,OldTown,1Fam,1Story,6,7,1957,CBlock,Attchd,NA,149700
1440,60,11584,Pave,AllPub,NWAmes,1Fam,SLvl,7,6,1979,CBlock,Attchd,NA,197000
1441,70,11526,Pave,AllPub,Crawfor,1Fam,2.5Fin,6,7,1922,BrkTil,Detchd,NA,191000
1442,120,4426,Pave,AllPub,CollgCr,TwnhsE,1Story,6,5,2004,PConc,Attchd,NA,149300
1443,60,11003,Pave,AllPub,Somerst,1Fam,2Story,10,5,2008,PConc,Attchd,NA,310000
1444,30,8854,Pave,AllPub,BrkSide,1Fam,1.5Unf,6,6,1916,BrkTil,Detchd,NA,121000
1445,20,8500,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2004,PConc,Attchd,NA,179600
1446,85,8400,Pave,AllPub,Sawyer,1Fam,SFoyer,6,5,1966,CBlock,Detchd,NA,129000
1447,20,26142,Pave,AllPub,Mitchel,1Fam,1Story,5,7,1962,CBlock,Attchd,NA,157900
1448,60,10000,Pave,AllPub,CollgCr,1Fam,2Story,8,5,1995,PConc,Attchd,NA,240000
1449,50,11767,Pave,AllPub,Edwards,1Fam,2Story,4,7,1910,CBlock,Detchd,NA,112000
1450,180,1533,Pave,AllPub,MeadowV,Twnhs,SFoyer,5,7,1970,CBlock,NA,NA,92000
1451,90,9000,Pave,AllPub,NAmes,Duplex,2Story,5,5,1974,CBlock,NA,NA,136000
1452,20,9262,Pave,AllPub,Somerst,1Fam,1Story,8,5,2008,PConc,Attchd,NA,287090
1453,180,3675,Pave,AllPub,Edwards,TwnhsE,SLvl,5,5,2005,PConc,Basment,NA,145000
1454,20,17217,Pave,AllPub,Mitchel,1Fam,1Story,5,5,2006,PConc,NA,NA,84500
1455,20,7500,Pave,AllPub,Somerst,1Fam,1Story,7,5,2004,PConc,Attchd,NA,185000
1456,60,7917,Pave,AllPub,Gilbert,1Fam,2Story,6,5,1999,PConc,Attchd,NA,175000
1457,20,13175,Pave,AllPub,NWAmes,1Fam,1Story,6,6,1978,CBlock,Attchd,NA,210000
1458,70,9042,Pave,AllPub,Crawfor,1Fam,2Story,7,9,1941,Stone,Attchd,NA,266500
1459,20,9717,Pave,AllPub,NAmes,1Fam,1Story,5,6,1950,CBlock,Attchd,NA,142125
1460,20,9937,Pave,AllPub,Edwards,1Fam,1Story,5,6,1965,CBlock,Attchd,NA,147500
